id,label
11037,0.999861717224
776,0.0715292692184
4194,0.999813258648
3274,0.997560977936
10531,0.999921798706
252,0.000192391264136
8618,0.000560079177376
6880,0.000358225341188
2613,0.99996817112
5110,3.44519207829e-06
1371,0.0409548617899
2430,0.99089628458
5232,0.999310731888
1187,0.0485256388783
8037,0.999567806721
8102,0.990541756153
7115,0.00896864756942
4076,7.92300852481e-05
8302,0.0667525008321
6270,0.0106375105679
11773,0.999893426895
7744,0.000999050447717
2152,3.61805905413e-05
3479,0.999902486801
9710,3.62420614692e-05
8965,0.998670458794
12485,0.000244607334025
650,0.99993789196
47,0.000156722089741
2525,0.204035609961
1742,0.999909996986
5986,0.000489330210257
7606,0.99982136488
6530,0.985740125179
394,0.997581720352
5359,0.112151637673
6058,0.00021327745344
1584,3.11441835947e-05
1384,0.761213362217
10410,0.000220168658416
9638,0.0013377602445
1642,0.998855113983
3307,0.000270255666692
6898,0.0357560515404
6608,0.998801827431
2971,0.99942868948
6470,0.000154904337251
7866,0.000516323256306
4204,1.91535878002e-06
6166,1.9955323296e-05
1110,0.000278837949736
5017,0.997818827629
10037,0.0103992912918
5810,0.19518995285
5568,0.999908328056
11485,0.000881077023223
12067,0.0133081376553
726,0.000303597393213
1846,0.996942341328
8742,8.11495119706e-05
4657,0.00175557169132
6991,0.000279868690995
5219,8.41162691358e-05
8181,0.0017975877272
3639,0.0132826389745
2664,0.994998812675
5566,5.41159461136e-05
1298,0.0231591556221
5356,7.84502262832e-05
1773,0.995193004608
6442,3.84353152185e-05
1615,0.00702710403129
9383,0.0114478999749
3456,0.000389597407775
12336,0.000540857145097
10228,0.00294534303248
3956,0.999618172646
10367,0.709318518639
2504,0.998792231083
11005,0.999672055244
11195,0.996349215508
12341,0.999876379967
3820,0.999532818794
2531,5.99220838922e-05
11189,0.997369289398
5465,0.999922633171
4018,7.79105394031e-05
11487,0.998884379864
5005,4.59494513052e-05
1510,0.000529510551132
2970,0.00389984296635
10273,0.00348926847801
5907,0.00451573496684
2626,0.999744355679
6317,0.99955612421
8619,0.000443880970124
2530,5.33370985067e-05
7507,2.41801935772e-05
2860,0.855928182602
7897,0.000183609052328
7596,0.998454928398
2588,0.375263541937
920,0.000354014715413
7850,0.00379608548246
5130,0.996634185314
