id,label
7745,0.99793612957
2069,0.999790608883
9024,8.97666905075e-05
7527,0.00180156726856
2589,0.999953746796
3005,0.00318656605668
2894,0.952877223492
202,5.08605735376e-05
10159,0.932222485542
8297,0.0213105287403
11982,0.999997138977
8792,0.999998092651
11614,0.000299802632071
3245,0.996116280556
6765,0.00232844008133
10879,0.999990701675
10884,1.60364891144e-06
1168,0.0025274483487
5047,0.000115726063086
2634,1.0
3317,0.99896812439
6219,0.999971032143
4115,0.000378975179046
10026,0.999992370605
8009,6.3139537815e-05
5178,0.0143973547965
4610,8.42541066959e-06
10041,0.999975919724
4623,0.999992966652
11664,0.00119093281683
2503,0.0012878702255
1739,0.989880800247
2334,0.990743219852
7288,0.00295784929767
5011,0.997097492218
5587,0.99999833107
11672,0.00696766469628
11292,0.999820291996
6594,0.00943557638675
3227,0.109541378915
1528,6.88012514729e-05
3906,0.388532876968
9378,0.999334037304
581,0.999999880791
276,0.999951243401
7135,0.999973893166
12468,0.00668041035533
3700,3.35287440976e-05
11467,7.6830117905e-05
5528,0.989243268967
1072,0.783814311028
9496,0.000146069942275
8341,0.999997973442
12370,0.00569724338129
4784,0.99864345789
1435,0.993100047112
9409,0.999999284744
11870,0.999851465225
4705,0.625311553478
2320,0.538767158985
669,0.999999403954
7666,0.999788939953
3349,0.000390378467273
11010,0.999543309212
10067,3.46511988027e-05
4,0.999997973442
7454,0.999999761581
11076,0.00145831587724
3260,0.997602760792
4239,0.0111952787265
5358,0.996708154678
724,0.879525959492
6169,0.988299489021
1301,0.99958139658
5318,0.999995589256
10017,5.00682290294e-05
9217,0.999998569489
12212,3.63047729479e-05
12131,0.999998807907
7653,0.928568005562
6759,0.999901413918
10965,3.95801907871e-05
10603,3.58289253199e-05
12454,0.105036854744
9762,3.10957102556e-06
11673,0.999982237816
9461,0.000148796767462
3530,0.986198544502
8451,0.00146812654566
8632,0.998534321785
1553,0.99999666214
6351,0.99996984005
464,5.30660418008e-06
11408,0.976126670837
8694,0.999816715717
5888,0.00022463343339
1327,0.999727070332
5265,0.00123100995552
11286,0.999679327011
5295,0.00345772388391
8808,0.00047936255578
11351,0.000327256217133
9439,0.00100206024945
3199,8.14111917862e-05
11082,0.000862549350131
647,0.000187251338502
626,0.992953121662
10735,0.000287458038656
8957,8.31780744193e-06
3597,3.3221225749e-05
6792,0.999992966652
6328,0.00658959057182
7883,1.48818598973e-05
5222,0.999759852886
12216,0.000996718881652
8619,0.000223745504627
3887,0.000665947271045
5821,0.999985456467
771,6.86401153871e-06
11397,2.69351148745e-05
5564,0.000672449590638
11030,0.999999403954
5228,0.999814212322
12396,0.00421378295869
2192,0.272386819124
12219,0.966252744198
9254,0.9989387393
62,0.99865925312
8063,0.00671104947105
1457,0.99990093708
7944,0.000182649047929
743,0.997701942921
2445,0.997081458569
4627,0.999990940094
11768,0.0579235292971
8093,0.000798414926976
11086,0.00769035844132
3243,0.997497141361
8686,0.0482321418822
6700,0.999955058098
6418,5.24049119122e-06
4246,0.582422554493
2998,0.999999642372
3340,0.999999403954
6560,0.888091504574
3032,0.999884843826
2980,2.09913832805e-05
7651,0.0158376209438
5881,0.997052669525
10422,0.563968718052
2165,0.00159392890055
10912,0.999999880791
11429,0.999971985817
511,0.999976634979
10665,0.00132849474903
1404,0.0308006554842
6934,0.998770654202
8167,0.00315931951627
687,0.995252490044
2550,0.000475388922496
8767,0.989917814732
2049,0.000221212336328
8304,0.999173104763
11466,0.000714968657121
3752,0.989345133305
9888,0.000246294133831
5213,3.12478296109e-05
7549,0.000142566641443
8782,0.0115260574967
1622,0.000178328933544
10300,0.999986886978
4226,9.68387321336e-05
3986,0.96462148428
10854,0.989156603813
2222,1.0
11347,0.999999761581
7887,0.999983906746
7152,0.000812802580185
5905,1.0
11958,0.879956245422
3052,0.999982476234
5114,0.9970292449
972,0.94704669714
6919,3.05602929984e-06
10792,0.018835246563
3953,0.00327349430881
772,0.0147851444781
5628,0.999996542931
4453,0.234203860164
4691,0.999989390373
3322,0.000925968692172
8388,0.999616026878
5168,0.00612193671986
4557,0.00085026252782
2544,0.963203072548
10032,0.0270331073552
10476,0.999978899956
4709,0.93939191103
6656,2.62999892584e-05
9293,0.00520688062534
11442,0.999999046326
534,0.981455266476
9965,0.999657273293
11170,0.999989390373
8154,0.000460798939457
1121,0.999998807907
11241,0.9752805233
1595,0.00138660450466
11752,1.0
3383,0.995653510094
10187,0.999999880791
8593,0.000259891152382
608,0.927798628807
10687,0.00078094843775
8080,0.90758317709
4887,0.994557380676
8685,0.000114972717711
10749,1.26406303025e-05
8459,0.00101323158015
12142,0.00142332643736
2777,0.942087829113
11972,0.99986743927
9573,0.997411668301
759,0.00110570085235
4024,0.999994158745
1077,0.328366070986
8636,0.999990701675
5122,7.34518980607e-05
382,0.00372596131638
8885,0.00143759860657
7367,0.999992251396
393,0.000404353515478
12010,0.98502188921
8545,0.999695062637
3522,0.999090790749
5460,0.0699356645346
3011,0.998641431332
2734,0.00366020109504
4347,0.999997854233
5600,0.991930425167
7744,3.56993259629e-05
7641,0.999882221222
6878,7.86117670941e-05
12297,0.00202278769575
4258,0.999999880791
9717,3.01702602883e-05
2078,0.999938845634
12164,2.96447819892e-06
1380,0.504411756992
3033,0.000863926834427
1701,0.999161720276
7409,3.49183392245e-05
10676,0.0175691451877
10881,0.999958634377
89,6.47049600957e-05
6715,0.997826039791
10080,0.999996066093
5900,2.28115022765e-05
7318,0.0362360067666
4817,0.000143006953294
3209,0.999988555908
